frame_index,time_seconds,x1,y1,x2,y2,confidence,pitch_deg,yaw_deg,roll_deg
313,10.444,1352.147,164.484,1415.316,228.913,0.9055,-16.078,6.374,-3.763
313,10.444,1782.799,165.201,1855.902,236.786,0.8669,-8.431,166.363,-8.4
313,10.444,1448.067,125.774,1491.811,170.925,0.8456,10.34,32.403,15.707
314,10.477,1351.278,163.468,1413.621,227.486,0.9065,-15.639,5.24,-5.33
314,10.477,1445.954,125.114,1489.196,170.303,0.8741,8.961,29.307,17.463
314,10.477,1783.384,165.064,1855.892,235.996,0.8718,-11.773,164.909,-7.847
315,10.51,1349.531,162.023,1410.849,224.795,0.8956,-19.284,4.519,-4.796
315,10.51,1784.261,161.0,1855.585,230.499,0.8827,-9.929,165.467,-8.494
315,10.51,1442.226,123.48,1486.343,169.071,0.8366,7.064,25.937,16.263
316,10.544,1348.942,162.204,1409.755,224.448,0.8959,-17.491,2.445,-4.965
316,10.544,1784.694,160.164,1855.439,229.024,0.881,-10.182,165.115,-8.987
316,10.544,1441.182,123.032,1485.847,168.218,0.8359,5.824,23.231,12.073
317,10.577,1347.876,162.604,1408.504,224.891,0.9042,-16.642,2.813,-3.19
317,10.577,1784.792,157.604,1855.728,226.676,0.8843,-12.129,165.536,-8.659
317,10.577,1439.461,121.881,1483.214,166.878,0.8738,5.347,20.297,12.951
318,10.611,1345.75,163.142,1407.995,226.85,0.9098,-16.205,2.792,-1.203
318,10.611,1437.701,120.616,1481.69,165.512,0.8616,0.822,17.503,8.347
318,10.611,1784.836,156.445,1857.332,226.823,0.8598,-5.905,-143.273,-4.582
319,10.644,1342.654,166.196,1405.847,230.626,0.9015,-19.823,3.736,0.729
319,10.644,1785.747,153.303,1859.14,224.552,0.8649,-4.373,-163.921,-3.661
319,10.644,1433.65,120.819,1479.369,167.617,0.7734,6.523,23.297,9.838
320,10.677,1341.781,167.803,1404.912,232.104,0.9034,-21.614,5.238,1.203
320,10.677,1786.422,152.597,1859.356,223.438,0.8638,-3.633,-164.686,-4.84
320,10.677,1432.843,121.235,1478.737,168.135,0.7805,6.533,23.679,9.011
321,10.711,1340.597,172.309,1402.078,235.648,0.9073,-18.308,-0.073,1.448
321,10.711,1786.119,151.723,1860.666,224.13,0.8531,-4.378,-162.591,-4.768
321,10.711,1431.128,122.639,1477.013,169.339,0.7844,5.768,23.545,8.488
322,10.744,1338.545,175.209,1402.056,240.389,0.9051,-14.383,1.304,2.532
322,10.744,1429.176,124.403,1474.811,171.298,0.8678,7.481,30.134,14.178
322,10.744,1786.758,151.319,1861.64,224.212,0.8597,-2.861,-162.071,-3.362
323,10.777,1336.141,181.685,1399.897,246.246,0.9018,-11.393,2.597,2.524
323,10.777,1788.486,150.954,1863.123,223.75,0.8711,-2.588,-164.881,-2.874
323,10.777,1425.037,129.278,1471.414,176.371,0.6953,2.808,18.392,5.686
324,10.811,1335.914,183.71,1399.113,247.737,0.893,-6.84,1.759,2.788
324,10.811,1789.429,151.536,1863.525,223.891,0.871,-1.026,-164.731,-3.897
324,10.811,1424.333,130.693,1470.346,177.208,0.7552,3.04,20.433,6.185
325,10.844,1334.906,184.03,1398.21,248.299,0.8919,-9.164,5.847,4.318
325,10.844,1789.565,152.465,1866.238,227.359,0.8643,-0.188,-163.857,-3.517
325,10.844,1421.473,132.398,1467.836,179.453,0.7924,6.961,21.551,8.869
326,10.878,1334.561,184.285,1396.834,247.629,0.8913,-8.604,9.779,3.07
326,10.878,1791.046,153.934,1866.921,228.33,0.8653,-0.201,-164.647,-5.462
326,10.878,1420.195,133.086,1466.169,179.795,0.8029,7.038,23.511,8.499
327,10.911,1329.258,180.522,1394.01,246.63,0.9037,-10.747,5.999,9.673
327,10.911,1795.269,155.583,1870.655,229.234,0.8581,-0.389,-160.285,-2.365
327,10.911,1416.264,131.197,1463.066,178.803,0.7683,4.64,29.122,9.905
328,10.944,1325.958,177.899,1393.513,246.946,0.8911,-3.789,15.535,14.511
328,10.944,1797.796,156.247,1872.748,229.466,0.8624,-0.936,-164.939,-3.072
328,10.944,1414.963,130.3,1461.327,177.374,0.8339,-0.777,26.984,6.26
329,10.978,1324.976,177.068,1392.069,245.483,0.8894,-7.39,8.98,13.601
329,10.978,1799.799,155.867,1872.51,227.104,0.8534,-0.616,-161.615,-3.759
329,10.978,1414.325,129.439,1460.749,176.526,0.8242,-1.078,29.703,4.462
330,11.011,1320.11,174.831,1387.377,243.256,0.8979,-2.046,10.964,15.56
330,11.011,1804.166,153.261,1874.604,222.02,0.8471,-4.323,158.599,-9.475
330,11.011,1410.826,127.29,1458.891,175.878,0.8405,3.263,29.415,6.153
331,11.044,1318.984,173.651,1386.801,242.417,0.8993,-8.383,6.918,11.755
331,11.044,1409.079,127.035,1457.734,176.292,0.8482,3.936,26.97,7.617
331,11.044,1803.854,151.859,1875.654,222.174,0.8257,-0.931,-132.617,-9.78
332,11.078,1317.799,174.133,1385.283,242.539,0.9049,-6.985,9.746,10.973
332,11.078,1408.238,126.897,1456.631,176.013,0.8539,3.573,29.551,7.906
332,11.078,1805.459,151.078,1877.086,221.092,0.8495,-4.346,156.178,-10.895
333,11.111,1315.585,174.623,1383.79,243.71,0.9012,-5.752,18.978,8.469
333,11.111,1406.583,126.971,1455.607,176.816,0.851,3.952,37.69,6.235
333,11.111,1807.37,148.946,1878.38,218.585,0.8001,-2.387,-128.289,-8.363
334,11.144,1308.496,179.799,1377.606,249.756,0.8942,-2.212,20.337,1.342
334,11.144,1402.164,131.401,1450.995,181.028,0.8477,-0.321,31.621,5.825
334,11.144,1810.46,145.684,1879.711,212.9,0.8124,-5.291,-151.949,-4.411
335,11.178,1307.953,181.971,1376.569,251.296,0.8928,-2.367,22.023,1.859
335,11.178,1401.596,132.83,1450.119,182.523,0.8636,1.677,37.989,7.743
335,11.178,1810.171,145.124,1879.574,212.653,0.7988,-6.471,-124.98,-6.818
336,11.211,1304.973,185.781,1373.656,255.14,0.9025,-0.917,17.003,1.225
336,11.211,1398.867,135.067,1447.544,185.202,0.8711,6.001,36.917,11.506
336,11.211,1810.879,144.778,1879.413,211.314,0.8416,-4.745,-152.137,-6.055
337,11.245,1304.057,187.552,1373.911,257.839,0.9007,1.475,19.663,3.989
337,11.245,1396.968,135.382,1446.518,185.739,0.8375,0.282,30.484,10.403
337,11.245,1810.679,144.517,1879.719,211.727,0.8292,-5.32,-132.563,-6.489
338,11.278,1302.205,191.107,1373.209,262.511,0.9051,3.72,25.43,9.452
338,11.278,1394.73,136.617,1442.936,186.434,0.8701,3.011,27.719,12.516
338,11.278,1812.308,143.871,1880.893,210.285,0.8212,-4.897,-151.087,-3.502
339,11.311,1299.136,196.244,1368.5,266.542,0.9001,13.824,18.486,8.589
339,11.311,1393.463,136.97,1440.543,186.028,0.8592,2.513,28.85,11.072
339,11.311,1813.644,144.415,1880.862,209.579,0.8335,-5.646,-153.087,-2.497
340,11.345,1295.696,195.836,1364.268,266.096,0.9083,7.115,18.719,8.021
340,11.345,1390.224,136.693,1436.532,183.93,0.8238,1.162,27.957,6.739
340,11.345,1814.684,145.728,1882.686,212.097,0.7723,-3.255,-154.652,-2.77
341,11.378,1294.824,194.933,1364.371,266.461,0.9121,5.308,20.198,8.246
341,11.378,1388.931,135.992,1435.732,183.761,0.8396,-0.074,26.944,5.158
341,11.378,1814.789,146.131,1882.89,212.769,0.7759,-3.444,-157.171,-3.408
342,11.411,1294.049,193.996,1364.792,266.899,0.9092,6.252,22.03,10.301
342,11.411,1388.346,135.526,1435.149,183.26,0.8525,1.846,31.096,7.71
342,11.411,1815.41,146.84,1882.3,212.19,0.7748,-2.674,-160.631,-4.849
343,11.445,1292.34,191.424,1363.823,265.501,0.9121,0.787,22.803,9.461
343,11.445,1385.093,133.593,1433.081,183.241,0.8382,2.047,26.671,11.574
343,11.445,1813.985,147.279,1885.825,217.625,0.8131,0.703,-157.182,-3.992
344,11.478,1292.121,190.113,1363.001,263.956,0.9153,0.469,24.491,10.413
344,11.478,1383.534,132.855,1432.201,183.057,0.8513,1.659,27.08,11.025
344,11.478,1814.498,149.043,1885.685,218.696,0.8224,1.575,-158.239,-5.523
345,11.511,1290.881,188.822,1361.575,261.513,0.9047,-1.107,21.674,10.527
345,11.511,1380.734,132.87,1429.791,182.902,0.8565,-2.348,29.529,8.061
345,11.511,1814.729,150.867,1885.315,220.097,0.8269,2.939,-162.222,-5.032
346,11.545,1290.111,188.417,1361.876,262.191,0.9064,1.17,21.117,11.745
346,11.545,1380.483,133.201,1428.818,183.061,0.8577,-3.015,30.996,11.98
346,11.545,1814.856,151.596,1884.183,218.894,0.8002,2.396,-159.047,-6.052
347,11.578,1288.909,188.69,1360.509,262.379,0.911,0.487,17.93,12.562
347,11.578,1378.27,135.34,1426.247,184.881,0.8501,-1.48,26.449,6.888
347,11.578,1815.017,148.901,1883.262,215.593,0.8121,-0.638,-164.081,-4.575
348,11.612,1287.543,193.076,1358.146,265.792,0.9052,1.755,13.734,10.855
348,11.612,1373.556,140.045,1422.539,190.137,0.8492,-5.119,25.95,8.855
348,11.612,1815.527,147.26,1881.96,212.28,0.7334,-2.965,-157.36,-2.538
349,11.645,1287.5,195.139,1357.544,266.822,0.9051,4.278,14.728,11.185
349,11.645,1372.942,141.735,1421.891,191.702,0.8819,-0.947,30.712,11.591
349,11.645,1815.68,146.579,1881.289,210.558,0.7787,-2.415,-155.992,-3.814
350,11.678,1285.03,199.748,1355.902,271.963,0.91,2.476,13.146,11.649
350,11.678,1371.559,144.155,1418.584,192.839,0.8529,-8.289,29.744,4.87
350,11.678,1816.335,145.215,1881.51,208.763,0.8322,-2.956,-152.703,-3.181
351,11.712,1283.629,201.616,1355.891,274.997,0.9067,4.047,11.189,12.302
351,11.712,1816.433,144.501,1881.538,207.846,0.8564,-4.71,-153.848,-1.181
351,11.712,1370.738,144.452,1418.15,193.582,0.8546,-7.922,30.465,3.61
352,11.745,1283.178,204.272,1354.26,276.519,0.9076,3.194,9.683,12.065
352,11.745,1816.859,143.885,1882.009,207.302,0.8563,-4.284,-153.563,-0.147
352,11.745,1369.452,144.386,1418.06,194.03,0.8545,-7.097,28.778,2.572
353,11.778,1282.399,210.184,1352.25,281.987,0.9116,5.652,11.3,11.29
353,11.778,1817.43,142.794,1883.334,206.958,0.8589,-5.605,-147.444,0.893
353,11.778,1367.731,145.176,1416.375,194.878,0.8544,-2.535,27.185,4.272
354,11.812,1280.594,214.589,1351.335,286.894,0.9072,2.721,2.893,10.202
354,11.812,1817.631,141.475,1884.759,206.794,0.849,-5.92,-142.7,-0.628
354,11.812,1365.302,144.292,1414.66,194.811,0.7965,0.447,30.82,2.544
355,11.845,1280.096,215.195,1351.027,288.353,0.9089,8.872,7.252,6.414
355,11.845,1818.335,141.863,1884.602,206.426,0.8484,-6.598,-143.741,-0.256
355,11.845,1364.589,144.406,1413.81,194.567,0.8181,3.389,37.04,6.194
356,11.879,1279.046,215.75,1349.486,288.305,0.9147,4.511,5.001,5.446
356,11.879,1818.753,142.409,1885.406,206.975,0.836,-3.585,-140.179,-1.741
356,11.879,1362.328,143.119,1412.973,194.561,0.8299,6.145,36.425,6.606
357,11.912,1274.746,212.576,1348.102,287.528,0.9059,-1.928,5.079,9.21
357,11.912,1358.69,141.181,1408.778,192.559,0.8805,-2.604,37.711,3.566
357,11.912,1817.84,145.534,1885.132,210.685,0.8054,-1.727,-149.283,-0.73
358,11.945,1272.566,210.665,1346.238,285.773,0.9068,-1.803,7.148,9.972
358,11.945,1357.077,141.755,1406.457,192.629,0.8627,-5.364,37.011,6.357
358,11.945,1818.02,147.432,1884.274,211.938,0.7975,-1.885,-148.499,-1.3
359,11.979,1271.337,207.834,1342.417,281.612,0.9131,-7.256,10.016,11.672
359,11.979,1353.513,143.191,1405.009,195.881,0.8134,1.085,31.003,5.975
359,11.979,1816.199,147.376,1885.92,214.886,0.7909,-1.561,-157.201,-1.536
360,12.012,1269.003,206.743,1341.695,281.717,0.9116,-4.558,10.03,11.214
360,12.012,1352.036,143.822,1404.318,197.157,0.8261,3.046,34.369,6.095
360,12.012,1817.317,148.099,1885.42,214.017,0.8254,-1.086,-155.253,-2.686
361,12.045,1266.791,206.295,1339.875,281.423,0.913,-5.805,6.089,9.427
361,12.045,1817.689,149.303,1884.682,214.064,0.8256,-1.226,-158.914,-1.601
361,12.045,1350.513,144.467,1403.35,198.251,0.8218,1.966,33.311,5.962
362,12.079,1263.712,205.957,1338.24,281.788,0.9124,-0.808,6.802,7.144
362,12.079,1818.41,150.208,1885.42,213.877,0.8382,0.332,-156.617,-1.079
362,12.079,1348.304,146.634,1400.737,200.23,0.834,-0.988,30.618,7.871
363,12.112,1260.879,207.224,1335.318,282.737,0.9098,0.323,9.883,5.276
363,12.112,1345.967,150.021,1397.946,203.067,0.8693,-0.357,31.838,7.706
363,12.112,1819.066,150.082,1885.379,213.15,0.8461,-1.421,-150.147,-1.165
364,12.145,1251.516,211.608,1328.546,289.481,0.9162,3.979,6.776,-0.174
364,12.145,1341.028,152.968,1392.148,205.585,0.8162,0.644,27.934,15.037
364,12.145,1818.548,147.194,1888.659,214.154,0.7978,-3.534,-143.566,-0.226
365,12.179,1249.683,216.152,1326.188,293.842,0.9098,-2.57,11.275,1.372
365,12.179,1339.331,153.685,1390.365,205.474,0.8831,0.744,30.007,10.518
365,12.179,1818.926,144.456,1890.418,213.122,0.7238,-5.572,-134.954,1.661
366,12.212,1245.162,221.125,1319.276,296.959,0.911,0.572,7.154,-2.809
366,12.212,1336.531,152.307,1388.084,204.872,0.9003,1.91,29.877,11.593
366,12.212,1818.916,143.29,1890.609,212.382,0.8003,-6.461,-134.185,2.679
367,12.246,1240.407,224.947,1316.832,302.883,0.9227,-0.916,6.862,-1.12
367,12.246,1335.197,150.393,1386.395,202.975,0.8914,-1.607,31.337,12.046
367,12.246,1820.37,143.142,1887.259,207.707,0.841,-7.86,-138.841,3.261
368,12.279,1239.11,226.775,1316.129,305.107,0.915,0.306,8.647,-0.158
368,12.279,1334.033,149.874,1385.434,203.144,0.8796,-0.344,26.771,11.699
368,12.279,1820.119,142.926,1885.671,206.306,0.8373,-6.662,-139.388,2.903
369,12.312,1237.667,229.534,1315.286,308.249,0.9108,1.519,11.386,-0.1
369,12.312,1333.296,148.93,1384.523,201.706,0.897,-0.454,27.097,10.503
369,12.312,1819.826,142.324,1884.293,205.035,0.812,-5.541,-140.716,2.773
370,12.346,1331.21,147.665,1382.351,200.521,0.9073,-2.754,24.429,7.29
370,12.346,1233.326,233.165,1311.059,311.722,0.9012,2.232,12.102,-1.369
370,12.346,1818.838,142.426,1881.724,203.59,0.837,-2.904,-150.866,-0.248
371,12.379,1229.747,234.606,1307.982,313.813,0.9075,5.297,8.388,1.178
371,12.379,1329.832,147.823,1380.943,200.528,0.8993,-0.733,26.265,8.634
371,12.379,1817.769,143.411,1880.699,204.286,0.8405,-4.253,-155.308,-0.626
372,12.412,1226.821,234.04,1305.387,313.414,0.9098,5.561,9.775,1.019
372,12.412,1325.776,149.233,1377.577,202.602,0.8933,-4.53,21.769,8.162
372,12.412,1816.155,144.868,1878.83,205.6,0.8151,-2.96,-88.863,-1.924
373,12.446,1225.91,233.202,1304.734,312.722,0.9094,6.137,8.871,0.36
373,12.446,1323.92,150.242,1376.44,203.733,0.8928,-2.343,19.871,6.239
373,12.446,1816.2,146.054,1877.525,205.775,0.8333,-5.556,161.676,-2.894
374,12.479,1223.818,230.017,1303.704,310.883,0.9108,5.381,9.256,-0.962
374,12.479,1321.883,152.811,1374.762,206.549,0.8905,2.169,21.641,6.644
374,12.479,1815.782,147.441,1877.163,206.872,0.7397,-5.5,-147.254,1.854
375,12.512,1222.215,227.199,1303.009,308.542,0.91,7.641,8.333,-1.67
375,12.512,1320.424,155.574,1372.755,208.875,0.8585,-2.155,21.499,7.718
375,12.512,1814.242,148.433,1877.579,210.717,0.4689,-3.313,-134.406,2.501
376,12.546,1218.375,224.695,1300.716,307.502,0.9073,8.63,6.692,-1.775
376,12.546,1316.791,160.176,1368.713,213.779,0.8829,2.242,23.174,7.108
376,12.546,1812.409,148.523,1874.747,210.476,0.362,-3.911,-158.936,1.983
377,12.579,1215.621,225.093,1297.999,308.178,0.9197,9.01,5.493,-0.941
377,12.579,1314.502,160.605,1366.803,214.655,0.8729,-3.268,24.809,3.694
377,12.579,1811.719,148.94,1871.696,208.188,0.6701,-2.799,-161.208,1.006
378,12.613,1214.096,228.451,1295.229,310.22,0.9126,9.674,2.778,-1.858
378,12.613,1312.271,160.459,1365.738,215.667,0.8808,-1.477,23.717,5.608
378,12.613,1810.63,149.214,1868.803,205.534,0.7901,-1.953,-161.916,-1.671
379,12.646,1210.989,232.326,1293.384,315.47,0.9112,8.571,2.843,-0.27
379,12.646,1310.054,159.769,1364.109,214.75,0.8856,-0.798,27.285,7.276
379,12.646,1810.279,147.06,1867.973,203.177,0.8073,-1.009,-160.629,-2.273
380,12.679,1209.541,233.991,1293.189,318.021,0.9094,8.668,4.293,-1.4
380,12.679,1308.988,159.439,1363.582,215.078,0.8832,-0.418,28.629,6.611
380,12.679,1808.852,146.624,1867.504,203.474,0.8283,-2.732,133.205,-6.269
381,12.713,1208.576,235.581,1291.653,319.411,0.8982,4.574,3.665,-3.258
381,12.713,1308.428,159.23,1362.23,213.917,0.8866,-0.506,29.782,4.37
381,12.713,1807.945,144.977,1867.864,203.479,0.8521,-2.919,122.846,-3.452
382,12.746,1206.86,242.211,1290.022,326.018,0.912,4.353,6.074,-4.897
382,12.746,1306.402,157.046,1360.922,212.873,0.9069,-3.237,26.168,2.706
382,12.746,1807.278,143.139,1867.452,202.025,0.8557,-2.393,128.252,-3.841
383,12.779,1205.191,249.427,1287.278,332.379,0.9078,-2.075,10.534,-4.3
383,12.779,1302.787,156.075,1357.231,211.763,0.901,-4.46,27.625,1.362
383,12.779,1805.198,141.13,1867.028,201.548,0.8467,-3.181,-165.155,-0.872
384,12.813,1204.69,253.19,1286.578,335.614,0.9138,1.253,11.592,-3.462
384,12.813,1301.667,155.595,1356.897,211.864,0.9089,-7.289,30.733,-0.481
384,12.813,1805.579,140.95,1866.745,200.668,0.8428,-3.088,-164.454,-1.153
385,12.846,1201.955,256.293,1286.111,341.041,0.9144,8.521,6.9,-0.788
385,12.846,1299.701,156.895,1354.912,213.083,0.8993,-9.065,29.931,-0.301
385,12.846,1805.662,140.722,1867.181,200.797,0.8419,-1.759,-161.594,-1.218
386,12.88,1200.257,258.207,1285.652,344.053,0.9252,9.696,7.764,-1.126
386,12.88,1297.127,159.273,1352.184,214.688,0.895,-9.845,31.623,-0.897
386,12.88,1805.565,141.105,1866.731,200.861,0.8417,-1.39,-161.428,-1.916
387,12.913,1197.945,257.272,1283.233,342.843,0.9227,6.477,8.834,-1.569
387,12.913,1293.066,164.356,1347.563,219.714,0.8928,-12.504,32.912,-0.371
387,12.913,1806.241,143.393,1867.022,202.383,0.8647,-1.036,-157.53,-3.647
388,12.946,1289.488,166.642,1344.791,222.892,0.9133,-16.476,34.469,-5.896
388,12.946,1194.575,255.473,1281.207,342.866,0.9094,4.213,9.64,-4.69
388,12.946,1806.062,144.961,1867.035,204.306,0.8602,-1.01,-155.743,-5.232
389,12.98,1191.696,253.17,1275.58,338.084,0.9133,-0.327,9.036,-5.099
389,12.98,1286.46,170.552,1340.804,225.759,0.8894,-16.773,33.225,-1.179
389,12.98,1807.0,146.385,1866.94,204.92,0.8392,-1.474,-158.103,-4.659
390,13.013,1189.687,251.022,1273.914,336.677,0.9184,-2.431,6.593,-5.504
390,13.013,1283.918,170.937,1339.076,227.449,0.8934,-17.601,29.701,-0.109
390,13.013,1807.023,146.373,1867.244,205.358,0.841,-0.919,-163.56,-3.668
391,13.046,1188.016,249.893,1272.484,335.598,0.9174,-0.42,7.107,-5.428
391,13.046,1282.729,171.029,1338.338,227.779,0.8952,-15.618,30.76,-0.165
391,13.046,1807.192,146.982,1867.503,206.078,0.8406,-0.561,-161.553,-4.564
392,13.08,1183.115,248.977,1268.864,335.671,0.9139,1.968,6.226,-6.18
392,13.08,1279.032,170.751,1334.629,227.78,0.8861,-19.595,24.584,-0.547
392,13.08,1809.089,146.97,1867.404,203.457,0.8461,-1.063,-156.467,-6.078
393,13.113,1173.681,251.095,1261.747,339.278,0.9199,-0.246,9.932,-8.806
393,13.113,1272.239,168.282,1328.402,225.669,0.8776,-21.488,16.639,-0.514
393,13.113,1811.881,143.15,1871.225,201.12,0.7981,1.171,-38.088,-7.19
394,13.146,1170.975,253.384,1259.834,342.707,0.9161,3.4,7.524,-9.44
394,13.146,1271.541,166.992,1327.718,224.348,0.8758,-22.539,15.152,0.017
394,13.146,1812.679,142.886,1870.53,198.971,0.8469,-0.092,-161.839,-6.167
395,13.18,1170.229,257.855,1257.732,345.574,0.908,6.711,9.794,-10.649
395,13.18,1270.553,166.467,1326.755,223.749,0.8718,-22.535,15.459,-2.533
395,13.18,1812.771,142.487,1871.608,199.71,0.8455,-0.539,-155.025,-5.887
396,13.213,1165.544,260.488,1255.485,350.5,0.9107,2.779,12.232,-11.828
396,13.213,1267.945,164.786,1325.629,223.589,0.8751,-24.122,13.512,-1.888
396,13.213,1812.029,140.082,1873.187,199.921,0.8079,-3.598,159.447,-7.277
397,13.247,1159.733,265.221,1251.806,355.434,0.904,9.114,11.981,-7.335
397,13.247,1266.498,164.161,1323.778,222.188,0.8891,-22.865,15.985,-1.22
397,13.247,1813.173,138.51,1869.599,193.696,0.8188,-6.144,163.721,-10.763
398,13.28,1156.719,272.613,1248.242,362.313,0.9105,12.278,13.516,-7.858
398,13.28,1264.718,164.244,1322.983,223.742,0.8937,-21.491,20.089,-2.654
398,13.28,1812.614,136.898,1869.933,192.887,0.7997,-8.544,160.273,-11.799
399,13.313,1261.644,165.733,1321.068,226.298,0.896,-18.812,16.891,-1.213
399,13.313,1153.472,277.756,1243.719,366.921,0.8797,9.635,19.501,-9.809
399,13.313,1812.661,134.088,1869.485,189.53,0.8467,-6.23,163.347,-9.599
400,13.347,1149.105,280.114,1241.412,371.439,0.9231,12.161,18.969,-9.084
400,13.347,1259.226,168.214,1319.447,229.511,0.893,-18.384,16.322,1.797
400,13.347,1812.476,133.028,1870.035,189.491,0.8532,-5.005,161.858,-10.38
401,13.38,1145.56,280.11,1239.196,372.639,0.9243,11.601,15.857,-9.789
401,13.38,1258.4,171.445,1317.522,231.498,0.8976,-13.189,20.067,0.487
401,13.38,1812.612,132.575,1869.54,188.307,0.85,-12.8,153.24,-12.258
402,13.413,1142.831,280.602,1236.552,373.301,0.911,14.73,14.008,-12.477
402,13.413,1256.525,173.763,1315.473,233.375,0.8884,-16.797,27.752,-3.359
402,13.413,1812.64,132.869,1869.786,188.42,0.8469,-13.693,149.12,-9.523
403,13.447,1138.576,276.108,1233.696,370.569,0.9098,13.434,13.143,-12.507
403,13.447,1252.991,175.573,1311.018,234.774,0.8936,-16.019,19.992,-2.14
403,13.447,1812.9,135.652,1868.628,189.825,0.8537,-10.547,147.342,-10.136
404,13.48,1137.15,273.728,1232.839,369.074,0.9107,7.812,10.311,-12.507
404,13.48,1252.129,174.841,1310.613,234.721,0.9031,-17.58,21.749,-5.915
404,13.48,1813.184,137.145,1867.818,190.419,0.8517,-10.106,147.466,-10.806
405,13.513,1136.506,272.882,1232.026,368.033,0.9123,8.47,8.965,-11.899
405,13.513,1251.767,174.432,1310.007,233.934,0.9096,-16.918,23.972,-6.114
405,13.513,1813.889,137.664,1868.201,190.642,0.8541,-8.109,150.804,-9.322
406,13.547,1250.262,172.841,1309.517,233.518,0.9171,-15.37,29.522,-0.583
406,13.547,1135.071,272.347,1229.536,364.931,0.9159,7.529,5.696,-14.181
406,13.547,1812.929,138.833,1867.283,191.159,0.8412,-9.728,141.228,-7.087
407,13.58,1130.21,269.623,1227.888,365.71,0.923,8.123,2.218,-10.451
407,13.58,1245.447,168.586,1305.803,230.12,0.8939,-13.802,28.697,-1.784
407,13.58,1811.45,138.861,1866.989,192.396,0.757,-7.676,139.265,-5.934
408,13.614,1128.172,271.434,1224.724,366.713,0.9178,8.196,-0.223,-9.61
408,13.614,1243.897,166.527,1303.842,227.311,0.9037,-11.499,29.045,-0.499
408,13.614,1810.417,138.209,1865.833,191.842,0.748,-7.74,143.939,-6.788
409,13.647,1241.165,165.141,1301.786,226.454,0.8971,-7.307,29.624,-1.648
409,13.647,1127.122,274.852,1222.604,370.829,0.8555,8.964,3.482,-8.939
409,13.647,1808.398,135.635,1864.472,189.921,0.7787,-12.853,138.286,-9.87
410,13.68,1123.993,279.074,1219.196,374.314,0.9178,8.958,0.69,-9.239
410,13.68,1239.764,164.437,1300.701,226.153,0.9099,-7.073,33.174,-3.783
410,13.68,1806.909,132.175,1864.686,188.42,0.7871,-6.133,143.455,-4.378
411,13.714,1123.082,281.048,1219.323,377.03,0.9156,10.728,1.585,-8.821
411,13.714,1238.944,164.708,1300.34,226.885,0.9098,-5.124,34.724,-4.015
411,13.714,1806.614,131.09,1863.512,186.576,0.7773,-6.007,144.401,-4.25
412,13.747,1121.606,283.281,1218.584,379.579,0.9166,10.16,1.757,-8.589
412,13.747,1237.48,164.78,1300.118,228.33,0.9092,-4.252,36.681,-3.597
412,13.747,1805.651,130.458,1862.617,185.574,0.794,-5.515,140.763,-1.991
413,13.78,1118.762,286.749,1218.203,384.903,0.9232,11.841,6.007,-6.064
413,13.78,1234.941,167.003,1298.142,230.994,0.8981,-1.824,31.617,-0.769
413,13.78,1809.347,130.173,1864.194,183.687,0.8046,-2.045,148.085,1.614
414,13.814,1116.923,291.858,1216.455,390.81,0.918,13.129,3.358,-5.651
414,13.814,1233.476,170.122,1295.426,232.609,0.9077,0.457,29.907,0.778
414,13.814,1805.409,126.779,1863.707,182.976,0.6351,-3.239,130.724,1.613
415,13.847,1114.373,294.711,1215.779,395.059,0.9174,14.916,2.62,-6.424
415,13.847,1230.984,171.472,1292.31,233.155,0.8865,-0.181,29.971,0.377
416,13.881,1110.65,293.592,1212.304,393.989,0.9165,13.883,3.015,-7.159
416,13.881,1224.586,175.239,1286.858,238.062,0.8945,7.996,26.174,8.749
416,13.881,1813.719,127.484,1867.957,180.344,0.6372,-4.52,148.63,1.29
417,13.914,1107.354,292.142,1210.22,393.989,0.9135,15.174,3.154,-5.489
417,13.914,1222.847,175.387,1284.044,237.014,0.885,6.532,26.043,9.084
417,13.914,1813.67,126.996,1869.53,181.463,0.632,-5.571,150.167,1.129
418,13.947,1105.351,290.181,1210.002,394.172,0.9126,14.344,7.438,-4.723
418,13.947,1220.555,175.418,1282.569,238.121,0.8711,8.206,22.006,8.087
418,13.947,1814.573,126.819,1870.173,181.417,0.4799,-1.654,147.004,2.224
419,13.981,1102.812,286.206,1206.594,389.252,0.9153,10.81,2.882,-4.908
419,13.981,1218.282,174.048,1280.025,236.546,0.8503,3.772,22.955,6.808
420,14.014,1101.302,286.112,1203.847,388.43,0.916,8.235,3.213,-4.947
420,14.014,1216.488,173.27,1277.963,235.694,0.7816,1.103,18.847,5.152
421,14.047,1097.949,283.056,1201.797,386.038,0.9139,10.277,4.238,-3.548
421,14.047,1213.781,169.918,1277.441,234.941,0.8884,4.221,18.866,8.248
421,14.047,1817.026,129.555,1873.432,184.466,0.7483,-4.527,155.765,1.474
422,14.081,1094.126,279.985,1198.408,384.304,0.924,3.643,6.973,-7.179
422,14.081,1211.786,168.609,1276.033,233.88,0.896,2.466,24.063,7.254
422,14.081,1818.514,131.076,1875.244,186.442,0.8406,-4.043,161.757,-0.527
423,14.114,1085.524,281.752,1190.712,387.142,0.9099,5.637,1.996,-6.418
423,14.114,1207.77,164.794,1273.088,231.363,0.8881,2.932,24.703,5.746
423,14.114,1640.849,109.173,1677.155,144.92,0.7259,14.436,-142.513,-5.314
