frame_index,time_seconds,x1,y1,x2,y2,confidence,pitch_deg,yaw_deg,roll_deg
578,19.286,1524.334,92.727,1562.627,131.059,0.7644,-1.756,12.668,-4.428
579,19.319,228.871,321.001,331.765,423.559,0.8714,-43.876,121.834,-25.718
579,19.319,1481.735,122.705,1531.473,172.981,0.8371,9.287,16.885,-2.469
579,19.319,333.593,347.195,496.641,508.562,0.8132,-11.18,83.839,26.499
579,19.319,1524.248,93.432,1562.74,132.001,0.5911,-0.175,15.512,-3.369
580,19.353,1480.719,122.548,1530.777,173.505,0.8596,10.015,19.01,-1.87
580,19.353,324.343,352.185,480.262,507.215,0.8337,32.827,73.637,61.126
580,19.353,226.081,322.652,323.331,421.612,0.8219,20.964,81.554,44.204
580,19.353,1525.26,94.281,1561.774,131.681,0.5383,-0.02,22.325,-4.086
581,19.386,203.982,320.137,304.848,423.09,0.878,-46.32,122.46,-25.869
581,19.386,1478.198,121.557,1527.161,171.417,0.865,11.466,16.727,2.824
581,19.386,288.832,362.139,445.605,518.212,0.7848,-75.666,106.989,-61.394
581,19.386,1523.875,95.855,1561.282,134.394,0.5368,-1.546,15.844,-2.185
582,19.419,1477.474,121.429,1526.308,171.157,0.8564,11.618,18.767,3.898
582,19.419,197.464,319.276,298.218,421.928,0.8514,-59.163,115.622,-38.892
582,19.419,279.2,362.87,434.754,518.336,0.7619,-72.408,103.353,-56.04
582,19.419,1523.569,95.841,1561.302,134.722,0.4748,-1.073,15.571,-2.886
583,19.453,1476.37,121.766,1526.096,172.289,0.8678,14.194,12.278,3.446
583,19.453,189.937,318.463,292.245,422.194,0.7962,-52.113,120.282,-29.288
583,19.453,266.476,361.551,423.413,518.61,0.7399,-71.94,106.864,-55.11
583,19.453,1523.386,95.832,1560.998,134.531,0.5667,1.232,14.854,-2.925
584,19.486,174.357,316.903,279.206,422.998,0.8874,-41.359,132.339,-21.681
584,19.486,1473.059,122.488,1523.672,173.975,0.8135,21.028,17.987,7.4
584,19.486,243.297,361.601,398.172,515.278,0.7571,-72.77,105.39,-56.553
584,19.486,1523.591,95.671,1560.67,133.891,0.5395,1.367,15.383,-2.752
585,19.519,163.218,313.405,267.712,418.885,0.8643,-44.309,126.426,-18.162
585,19.519,1472.181,124.479,1522.91,176.036,0.8544,10.222,14.748,4.304
585,19.519,221.666,357.694,372.931,508.055,0.7034,-58.292,95.713,-33.068
586,19.553,1470.912,128.16,1520.776,178.923,0.8642,10.762,15.666,4.753
586,19.553,148.421,312.832,254.632,419.75,0.8564,-53.668,128.847,-27.922
586,19.553,199.634,349.767,356.154,506.273,0.731,-42.502,95.269,-5.747
586,19.553,1521.764,92.907,1559.174,131.696,0.5938,-4.208,10.072,-4.298
587,19.586,139.905,310.173,244.35,414.389,0.8517,-37.492,126.243,-9.811
587,19.586,1468.097,130.914,1517.692,180.94,0.8504,7.692,11.854,4.913
587,19.586,174.871,343.759,335.857,504.755,0.7463,-57.472,99.61,-27.104
587,19.586,1521.784,92.497,1558.465,129.926,0.6785,-1.262,16.739,-3.411
588,19.62,124.073,310.165,235.465,418.64,0.8554,-26.813,140.282,-3.104
588,19.62,1466.125,133.013,1514.599,182.87,0.8549,1.977,7.879,6.941
588,19.62,1520.482,91.049,1558.558,129.915,0.7633,-2.304,21.32,-4.689
588,19.62,151.986,339.16,311.284,497.796,0.7228,-70.624,107.16,-46.004
588,19.62,1901.41,104.523,1919.92,144.42,0.3712,3.355,-66.995,2.541
589,19.653,1462.697,133.58,1513.312,185.514,0.8801,-2.902,15.804,7.958
589,19.653,116.049,311.058,219.607,413.769,0.8584,-32.52,136.264,-2.559
589,19.653,1518.479,89.584,1557.981,129.856,0.7859,-4.988,21.922,-6.273
589,19.653,126.792,335.042,293.353,498.597,0.7028,-74.982,110.81,-54.664
590,19.686,1457.613,132.962,1508.744,185.639,0.8717,-3.897,20.71,2.488
590,19.686,1515.622,89.724,1556.551,131.05,0.7314,7.258,26.488,-2.938
590,19.686,91.891,333.477,249.528,492.123,0.6969,-66.573,107.823,-42.065
590,19.686,97.655,311.54,195.357,409.412,0.3807,-32.148,114.239,0.692
591,19.72,1455.029,131.236,1506.552,184.005,0.8899,-4.254,26.571,4.099
591,19.72,66.589,343.122,225.48,500.939,0.5887,-72.906,111.051,-52.615
591,19.72,1514.849,89.96,1554.039,130.182,0.5296,-2.213,33.127,-3.55
592,19.753,1452.776,130.041,1504.907,183.338,0.8765,-5.6,20.379,1.046
592,19.753,58.298,346.524,208.211,496.037,0.7843,-62.206,106.289,-38.97
592,19.753,1513.95,90.616,1553.242,130.645,0.6818,-10.307,25.88,-12.037
593,19.786,1449.642,128.328,1503.024,182.886,0.8608,-11.026,18.149,1.444
593,19.786,32.51,353.758,180.043,500.161,0.797,-54.841,103.613,-30.696
593,19.786,1512.255,91.386,1552.559,132.241,0.7128,0.475,21.22,-8.662
594,19.82,1449.203,128.542,1502.517,183.306,0.8749,-14.288,27.708,-2.453
594,19.82,5.287,360.651,157.429,510.137,0.8473,-48.318,107.184,-38.209
594,19.82,1511.743,92.689,1551.255,132.588,0.4584,-16.066,20.248,-17.419
595,19.853,1446.921,130.865,1500.675,186.521,0.8601,-11.656,30.393,0.854
595,19.853,2.397,358.406,139.363,514.592,0.7671,-35.168,106.559,-24.98
595,19.853,1510.107,93.704,1549.994,133.743,0.5762,-13.122,25.146,-19.427
596,19.887,1444.225,134.47,1498.557,189.355,0.8666,-7.506,34.004,-1.582
596,19.887,1508.035,94.565,1547.85,134.927,0.606,-26.812,29.223,-23.95
596,19.887,0.0,351.89,111.039,564.577,0.5803,-1.397,92.422,-1.48
596,19.887,10.543,322.832,125.396,441.791,0.3698,-5.064,102.591,-2.937
597,19.92,1443.17,135.679,1497.044,189.781,0.8705,-13.134,31.602,-2.274
597,19.92,1507.187,94.424,1547.192,134.786,0.6816,-22.798,25.174,-23.964
597,19.92,11.154,325.091,117.881,438.715,0.6804,-6.602,133.925,-2.816
597,19.92,0.0,353.827,98.535,550.632,0.5361,-2.791,130.424,-0.08
598,19.953,1441.871,140.0,1495.101,194.434,0.856,-13.183,24.303,-1.18
598,19.953,1505.585,94.1,1544.877,133.31,0.5271,-19.448,19.111,-20.977
598,19.953,0.0,323.274,105.771,443.461,0.4842,-4.321,119.632,-4.602
599,19.987,1440.302,141.563,1494.434,197.653,0.8552,-12.761,24.517,0.682
599,19.987,0.0,322.293,90.668,434.193,0.8313,-8.567,137.27,-6.112
599,19.987,1503.725,92.046,1543.618,132.167,0.4681,-15.697,21.193,-17.388
600,20.02,1437.156,143.566,1493.045,201.455,0.8691,-11.182,29.765,-2.677
600,20.02,0.0,322.509,72.904,426.33,0.8229,-5.916,126.237,-4.242
600,20.02,1502.532,91.149,1543.105,132.134,0.7466,-21.152,24.016,-18.042
601,20.053,1436.001,144.652,1490.658,200.982,0.8988,-13.537,26.726,-5.413
601,20.053,0.0,320.575,59.786,423.747,0.8081,-5.144,129.153,-2.657
601,20.053,1501.018,90.172,1541.914,131.529,0.7765,-20.423,25.632,-17.722
601,20.053,0.0,415.673,71.734,595.423,0.3558,-0.888,81.02,0.294
602,20.087,1434.747,144.501,1488.974,200.005,0.8895,-7.981,28.933,-5.069
602,20.087,1500.356,89.119,1541.042,130.296,0.7618,-23.289,24.352,-19.577
602,20.087,0.0,416.97,69.317,615.815,0.5441,-3.945,137.793,-2.927
602,20.087,0.0,314.88,48.751,423.962,0.3931,-5.922,114.983,-3.325
603,20.12,1433.161,142.821,1487.364,198.559,0.8886,-8.4,25.593,-3.436
603,20.12,1499.596,88.005,1540.236,128.836,0.7436,-22.619,20.228,-20.46
603,20.12,0.451,318.654,37.925,420.363,0.3619,0.279,93.136,0.648
604,20.153,1427.529,138.676,1482.784,195.569,0.8854,-4.014,20.894,-2.387
604,20.153,1498.019,87.802,1538.617,129.117,0.7876,-16.336,11.78,-13.331
605,20.187,1426.204,138.944,1480.331,193.667,0.8479,-1.424,19.059,-0.656
605,20.187,1497.528,88.014,1538.537,129.638,0.8388,-14.528,14.886,-10.939
606,20.22,1497.367,88.198,1538.303,129.746,0.8556,-13.77,17.151,-10.146
606,20.22,1425.126,138.641,1479.42,193.534,0.8526,-3.993,19.657,-1.379
607,20.254,1496.831,88.372,1538.273,130.334,0.8726,-12.638,14.604,-9.023
607,20.254,1424.096,138.772,1479.034,194.479,0.8541,-3.624,18.967,-0.225
608,20.287,1496.319,89.17,1537.869,131.224,0.8787,-10.031,11.888,-7.506
608,20.287,1421.562,141.734,1477.464,198.261,0.8545,5.617,23.357,4.347
609,20.32,1495.861,88.819,1537.642,131.161,0.8988,-13.191,9.99,-9.257
609,20.32,1420.253,144.461,1474.818,200.105,0.8768,4.159,18.59,0.909
610,20.354,1495.738,89.276,1537.515,131.586,0.8918,-15.377,17.582,-8.002
610,20.354,1418.664,147.114,1473.345,202.566,0.8634,6.332,22.805,5.615
611,20.387,1495.958,90.029,1536.794,131.742,0.882,-16.689,20.665,-8.909
611,20.387,1416.144,149.709,1470.773,205.401,0.8601,3.396,14.878,7.241
612,20.42,1409.874,151.486,1466.631,208.667,0.8567,8.312,19.604,8.06
612,20.42,1494.755,90.345,1536.256,132.556,0.8483,-18.53,23.589,-8.176
613,20.454,1409.25,151.351,1464.187,206.84,0.893,1.856,20.951,3.801
613,20.454,1494.423,89.608,1536.228,132.316,0.8543,-22.058,25.104,-10.948
614,20.487,1405.823,150.75,1461.047,206.343,0.8953,-2.348,20.725,1.714
614,20.487,1493.833,88.237,1536.132,131.438,0.8912,-20.315,21.642,-9.885
615,20.52,1493.013,86.978,1535.463,130.302,0.9041,-20.823,19.217,-9.894
615,20.52,1402.169,147.562,1460.041,206.489,0.8806,1.647,22.255,2.642
616,20.554,1399.152,144.475,1456.691,203.096,0.8854,-2.229,21.233,1.201
616,20.554,1492.2,85.744,1533.928,128.448,0.8633,-19.917,26.502,-10.615
617,20.587,1397.87,144.405,1455.482,202.772,0.8745,1.15,24.279,-0.547
617,20.587,1491.231,84.656,1533.379,127.712,0.8654,-18.533,26.765,-12.879
618,20.621,1396.238,143.766,1453.262,201.719,0.885,1.628,20.997,-0.575
618,20.621,1489.405,83.056,1532.935,127.469,0.8642,-22.696,20.036,-12.098
619,20.654,1394.482,144.142,1451.711,202.804,0.8782,2.604,25.507,4.504
619,20.654,1489.174,82.655,1530.755,125.038,0.8613,-26.857,29.41,-17.038
620,20.687,1392.858,145.876,1450.966,205.516,0.8783,3.894,24.554,4.54
620,20.687,1488.391,82.172,1529.476,123.985,0.8735,-28.501,32.31,-19.096
621,20.721,1391.516,148.546,1450.045,207.603,0.8885,0.945,20.236,3.047
621,20.721,1487.941,82.235,1528.313,123.357,0.8801,-29.142,35.142,-18.254
622,20.754,1389.809,151.107,1448.821,211.559,0.8787,-0.043,23.17,0.181
622,20.754,1485.436,82.194,1527.692,124.584,0.8785,-28.277,31.466,-16.082
623,20.787,1483.79,82.652,1526.38,125.452,0.8828,-31.242,33.43,-21.044
623,20.787,1388.264,153.326,1448.558,215.652,0.8808,1.824,19.48,-0.602
624,20.821,1481.237,83.864,1523.307,126.894,0.8943,-29.009,44.584,-22.598
624,20.821,1386.575,153.411,1445.747,214.066,0.8636,-2.307,17.588,-2.803
625,20.854,1479.25,85.726,1521.536,128.656,0.8786,-26.007,41.905,-18.903
625,20.854,1383.738,150.128,1443.399,211.815,0.8408,-9.092,19.235,1.121
626,20.888,1382.375,148.637,1441.326,209.644,0.8861,-9.522,17.378,0.969
626,20.888,1478.526,85.568,1520.909,128.575,0.8794,-25.609,42.306,-18.468
627,20.921,1476.471,84.637,1517.471,126.556,0.8982,-26.02,39.614,-19.4
627,20.921,1378.812,144.81,1438.664,207.106,0.8914,-11.981,17.099,-0.62
628,20.954,1475.365,83.751,1516.749,125.867,0.8976,-24.496,33.361,-15.479
628,20.954,1377.643,144.552,1437.033,206.577,0.89,-12.669,14.017,-0.029
629,20.988,1372.703,145.567,1431.274,206.371,0.8978,-11.038,9.603,0.221
629,20.988,1472.728,81.702,1514.566,124.498,0.8878,-25.916,27.983,-13.73
630,21.021,1472.291,81.25,1513.983,123.798,0.8935,-27.116,29.168,-14.58
630,21.021,1372.181,146.247,1429.292,205.417,0.8801,-13.048,15.763,0.646
631,21.054,1367.712,149.387,1425.631,209.094,0.9029,-7.145,25.307,0.525
631,21.054,1470.848,79.219,1512.781,122.442,0.8901,-27.234,31.65,-14.304
632,21.088,1470.571,78.555,1512.407,121.646,0.8918,-26.062,32.289,-13.319
632,21.088,1364.567,150.491,1424.405,212.242,0.8746,0.414,17.158,-1.585
633,21.121,1469.798,77.709,1512.147,121.015,0.904,-25.708,29.522,-12.845
633,21.121,1362.065,151.473,1422.121,213.317,0.8612,-1.248,16.326,-1.568
634,21.154,1469.421,77.267,1511.698,120.498,0.9014,-23.544,29.797,-11.781
634,21.154,1359.435,153.131,1419.403,214.388,0.8755,-5.034,12.71,1.789
635,21.188,1467.394,78.508,1510.67,122.421,0.9053,-16.412,25.225,-7.692
635,21.188,1350.139,155.214,1412.289,217.821,0.882,-7.051,5.128,-3.43
636,21.221,1467.066,78.89,1510.309,122.846,0.897,-16.8,23.971,-7.078
636,21.221,1348.941,154.616,1409.733,217.32,0.8887,-6.969,5.237,-3.346
637,21.255,1465.405,80.486,1509.343,125.152,0.8994,-19.254,16.714,-6.157
637,21.255,1343.924,151.555,1403.921,213.957,0.8985,-20.159,7.569,-4.471
638,21.288,1465.023,81.29,1508.664,125.674,0.8981,-20.012,19.379,-5.624
638,21.288,1342.068,149.814,1403.125,213.526,0.8928,-18.173,8.094,-4.433
639,21.321,1463.694,83.106,1507.42,127.545,0.8931,-18.212,17.155,-4.152
639,21.321,1338.202,146.931,1399.934,210.877,0.8508,-17.601,-0.385,-1.496
640,21.355,1463.499,83.122,1507.253,127.977,0.8962,-20.059,17.039,-4.412
640,21.355,1334.156,145.654,1398.641,211.399,0.8589,-11.597,-5.338,-4.211
641,21.388,1462.214,83.838,1506.076,128.877,0.8979,-20.942,15.911,-5.074
641,21.388,1331.013,145.157,1395.78,211.686,0.8975,-10.476,-5.27,-5.681
642,21.421,1330.08,145.558,1395.038,211.668,0.9063,-10.863,-3.026,-5.327
642,21.421,1461.787,84.109,1505.495,128.997,0.8975,-19.719,15.571,-4.517
643,21.455,1460.898,83.436,1504.745,128.547,0.9132,-20.004,19.638,-4.191
643,21.455,1326.404,146.287,1393.197,215.004,0.9015,-4.775,-4.021,-3.092
644,21.488,1323.903,149.95,1389.844,217.003,0.8874,-5.406,-7.874,-6.493
644,21.488,1458.703,82.505,1503.041,127.309,0.8838,-19.615,17.292,-8.131
645,21.521,1322.268,151.6,1389.16,218.937,0.8897,-3.232,-7.51,-6.283
645,21.521,1458.359,82.215,1501.892,126.407,0.881,-18.146,16.807,-4.155
646,21.555,1457.159,81.577,1499.585,124.836,0.897,-20.766,17.767,-5.989
646,21.555,1319.284,153.729,1387.951,223.761,0.8915,0.053,-8.628,-4.192
647,21.588,1316.629,156.169,1386.308,228.275,0.8842,0.334,-9.237,-4.929
647,21.588,1453.009,77.39,1497.124,122.465,0.8724,-21.609,25.037,-9.616
648,21.622,1450.521,76.866,1495.124,122.237,0.8935,-18.293,25.381,-11.031
648,21.622,1316.191,155.34,1385.74,227.019,0.8883,-3.003,-8.443,-3.896
649,21.655,1449.354,76.216,1494.307,121.817,0.917,-21.1,30.679,-12.451
649,21.655,1316.321,156.226,1384.514,226.189,0.8953,-1.524,-6.568,-4.773
650,21.688,1448.268,75.883,1493.179,121.352,0.926,-24.091,32.36,-12.998
650,21.688,1315.739,155.071,1383.987,225.143,0.8973,-4.033,-8.53,-5.069
651,21.722,1446.118,76.205,1490.176,120.935,0.9231,-26.682,30.071,-13.924
651,21.722,1314.465,155.039,1382.1,224.194,0.8932,-3.061,-10.963,-4.606
652,21.755,1444.391,76.868,1488.367,121.916,0.9166,-32.326,36.584,-20.7
652,21.755,1312.06,152.972,1380.497,223.408,0.8941,-5.931,-11.436,-4.739
653,21.788,1439.243,79.803,1483.167,124.526,0.9109,-27.363,31.39,-17.007
653,21.788,1307.314,149.926,1376.624,220.727,0.8938,-9.097,-9.087,-2.687
654,21.822,1436.811,81.609,1480.772,126.271,0.9083,-25.702,29.606,-16.594
654,21.822,1304.25,150.065,1373.604,221.54,0.8998,-5.578,-12.392,-5.464
655,21.855,1434.407,82.742,1478.245,127.884,0.9212,-26.137,31.345,-17.619
655,21.855,1303.224,151.081,1371.927,222.378,0.8915,-7.226,-12.397,-6.152
656,21.889,1433.266,83.78,1476.737,128.577,0.9133,-25.379,28.944,-16.082
656,21.889,1301.799,153.627,1370.846,225.17,0.8852,-3.412,-14.021,-6.443
657,21.922,1430.002,84.684,1474.989,130.572,0.8943,-22.85,27.351,-13.349
657,21.922,1298.831,155.741,1368.507,227.39,0.8853,-1.371,-10.571,-6.847
658,21.955,1428.938,84.618,1473.965,130.488,0.896,-23.695,26.141,-13.013
658,21.955,1297.451,157.19,1366.71,228.261,0.8833,-1.615,-14.189,-8.626
659,21.989,1427.445,84.758,1471.566,130.008,0.9236,-19.209,31.151,-14.421
659,21.989,1295.555,160.19,1364.647,230.964,0.8897,-1.433,-11.185,-9.373
660,22.022,1425.105,83.591,1469.597,129.302,0.9204,-19.808,29.553,-15.357
660,22.022,1290.179,161.324,1360.985,234.718,0.9035,-2.771,-17.049,-11.56
661,22.055,1282.858,165.022,1353.112,237.302,0.9024,-6.5,-14.863,-7.925
661,22.055,1419.683,81.334,1465.563,128.328,0.8981,-20.713,17.241,-10.094
662,22.089,1280.29,164.696,1351.771,238.275,0.9095,-5.771,-17.258,-8.694
662,22.089,1420.005,80.819,1464.701,126.861,0.9035,-23.061,23.216,-11.866
663,22.122,1418.064,79.924,1464.866,128.018,0.9085,-23.538,20.073,-12.668
663,22.122,1277.091,164.886,1348.354,238.902,0.9043,-7.299,-16.926,-9.513
664,22.155,1417.087,79.367,1464.26,127.82,0.9052,-25.053,19.306,-12.233
664,22.155,1275.763,164.801,1347.143,239.123,0.8998,-6.064,-14.126,-7.613
665,22.189,1272.422,163.185,1345.119,237.593,0.8962,-6.093,-7.851,-6.98
665,22.189,1414.982,79.45,1462.666,128.033,0.8766,-22.13,18.222,-8.46
666,22.222,1270.043,161.383,1341.911,235.176,0.9113,-10.551,-8.763,-7.428
666,22.222,1414.123,80.704,1460.381,127.603,0.8888,-23.507,17.521,-7.051
667,22.256,1266.997,160.532,1340.223,236.402,0.9059,-5.296,-8.469,-5.285
667,22.256,1411.98,82.668,1457.744,129.858,0.8866,-17.74,11.047,-5.807
668,22.289,1266.815,161.166,1339.896,236.969,0.9053,-7.175,-9.38,-6.317
668,22.289,1411.277,83.507,1457.415,130.301,0.8768,-19.92,11.905,-8.571
669,22.322,1266.067,164.185,1338.385,238.838,0.9021,-6.359,-10.245,-7.18
669,22.322,1408.974,83.889,1456.384,132.837,0.87,-16.338,11.948,-4.396
670,22.356,1264.166,166.999,1337.615,242.615,0.9106,-3.388,-9.57,-5.862
670,22.356,1407.694,85.813,1455.314,135.002,0.8935,-16.536,16.931,-2.535
671,22.389,1405.13,88.033,1453.988,138.552,0.9064,-21.245,14.284,-6.328
671,22.389,1262.528,172.352,1336.799,248.886,0.8949,2.256,-8.306,-7.244
672,22.422,1404.303,88.791,1453.134,139.299,0.8999,-22.346,13.37,-7.414
672,22.422,1261.912,174.149,1336.698,250.807,0.8979,3.727,-9.072,-7.177
673,22.456,1261.946,176.769,1336.38,253.318,0.8979,1.986,-7.681,-8.246
673,22.456,1402.729,90.065,1450.796,139.641,0.8966,-20.664,15.356,-6.667
674,22.489,1400.997,90.414,1448.321,139.122,0.9032,-22.035,19.362,-6.906
674,22.489,1261.094,179.424,1336.149,256.038,0.8988,4.916,-10.432,-8.465
675,22.522,1397.975,90.043,1445.864,138.329,0.8979,-20.022,23.715,-6.801
675,22.522,1258.992,179.235,1335.669,257.266,0.8926,9.264,-11.38,-5.301
676,22.556,1397.288,88.667,1444.69,137.551,0.8963,-23.16,21.64,-6.5
676,22.556,1258.401,178.333,1334.975,256.194,0.895,7.237,-11.314,-5.467
677,22.589,1395.589,87.392,1442.754,136.307,0.9044,-22.209,25.835,-8.442
677,22.589,1257.005,176.23,1333.916,254.423,0.901,6.157,-9.837,-4.165
678,22.623,1390.139,86.036,1436.94,134.164,0.9151,-24.938,27.155,-11.232
678,22.623,1255.58,174.544,1332.859,253.339,0.9013,1.238,-6.81,-3.313
679,22.656,1388.923,85.809,1435.849,133.98,0.918,-28.027,31.388,-13.587
679,22.656,1254.928,174.257,1332.069,253.139,0.9022,-0.406,-6.277,-1.589
680,22.689,1384.367,85.147,1432.784,135.093,0.9136,-26.291,32.376,-13.668
680,22.689,1253.823,174.53,1330.087,253.184,0.9012,-8.832,-4.932,-0.539
681,22.723,1382.26,86.33,1429.922,135.512,0.9132,-29.86,28.918,-17.142
681,22.723,1250.836,175.874,1330.177,257.351,0.9128,-3.976,-6.822,0.328
682,22.756,1250.474,179.294,1328.542,259.724,0.9159,-10.674,-2.754,2.501
682,22.756,1378.98,87.969,1427.101,137.583,0.9112,-26.837,30.555,-14.919
683,22.789,1246.904,183.028,1327.051,265.521,0.9089,-2.748,-6.167,2.833
683,22.789,1376.274,89.927,1424.388,139.46,0.9074,-25.221,31.518,-14.387
684,22.823,1375.161,91.07,1422.884,140.1,0.9103,-26.063,32.567,-14.849
684,22.823,1245.584,184.441,1325.779,266.219,0.8976,0.332,-6.154,3.122
685,22.856,1373.994,92.218,1421.592,141.289,0.9179,-24.303,34.345,-14.889
685,22.856,1244.515,186.964,1323.91,268.257,0.8976,0.698,-6.303,2.523
686,22.89,1370.632,92.942,1420.096,143.823,0.9256,-23.591,31.194,-15.03
686,22.89,1241.395,189.839,1318.437,268.675,0.8994,-5.673,-8.269,3.182
687,22.923,1368.329,94.284,1417.414,144.258,0.8986,-26.786,32.144,-14.604
687,22.923,1238.133,188.073,1313.983,265.645,0.895,-14.885,-11.406,7.356
688,22.956,1366.05,94.821,1414.786,144.81,0.9077,-23.68,30.694,-13.564
688,22.956,1237.712,189.036,1310.602,264.242,0.8683,-14.754,-5.21,8.392
689,22.99,1363.834,94.042,1413.484,144.833,0.9121,-24.138,26.871,-14.498
689,22.99,1234.946,188.644,1310.32,266.207,0.7034,-1.848,-9.547,5.502
690,23.023,1230.854,185.672,1310.898,266.635,0.7641,7.01,-5.242,3.008
690,23.023,1362.183,93.4,1411.017,142.905,0.6998,-16.817,24.554,-10.772
691,23.056,1228.743,183.618,1310.904,266.884,0.7581,9.724,-5.658,3.407
691,23.056,1359.515,91.77,1408.402,141.682,0.4749,-16.833,21.917,-8.711
692,23.09,1226.423,183.558,1310.891,269.212,0.7426,7.223,-2.903,5.815
692,23.09,1357.94,90.255,1406.925,140.376,0.5776,-16.559,19.776,-9.55
693,23.123,1355.19,89.128,1405.04,139.922,0.7332,-17.805,17.562,-6.411
693,23.123,1225.411,187.387,1310.332,272.524,0.4692,0.242,25.891,3.009
694,23.156,1354.23,89.727,1404.099,140.353,0.821,-18.441,18.609,-4.653
694,23.156,1225.326,188.376,1309.806,273.483,0.6683,3.358,9.097,4.68
695,23.19,1351.166,91.778,1401.316,142.573,0.8037,-14.12,11.372,-3.674
695,23.19,1225.589,192.723,1308.307,276.144,0.5328,1.617,4.942,2.187
696,23.223,1349.587,92.195,1401.113,144.244,0.7917,-11.761,6.975,-1.805
696,23.223,1225.231,195.765,1308.784,279.007,0.6471,3.314,-11.44,4.698
697,23.257,1348.021,92.662,1400.424,145.496,0.535,-10.669,13.632,-2.731
697,23.257,1224.422,198.181,1308.582,282.565,0.3935,3.94,-10.956,5.587
698,23.29,1225.023,202.47,1311.214,288.38,0.4985,2.989,-3.745,5.254
699,23.323,1345.392,97.553,1396.578,150.406,0.5683,-9.395,7.097,1.643
700,23.357,1342.52,99.376,1395.377,152.965,0.5772,-10.33,4.728,-2.831
701,23.39,1338.762,101.714,1391.258,154.719,0.8408,-10.577,14.149,-3.823
701,23.39,1221.539,200.968,1309.449,291.275,0.6316,4.447,-6.944,10.831
702,23.423,1337.682,101.293,1390.715,154.475,0.8697,-10.697,12.089,-4.256
702,23.423,1221.034,200.933,1308.619,290.613,0.8184,4.036,-13.046,7.985
703,23.457,1217.234,199.15,1307.424,290.666,0.8565,3.214,-9.316,6.981
703,23.457,1334.619,100.187,1386.587,152.89,0.8554,-13.29,18.418,-2.378
704,23.49,1332.898,99.12,1384.893,151.84,0.8952,-7.283,25.462,-1.996
704,23.49,1213.167,199.072,1306.393,294.238,0.7599,5.536,-10.988,9.927
705,23.523,1211.351,201.285,1303.704,296.355,0.7428,2.943,-13.917,5.569
705,23.523,1330.799,98.273,1381.333,149.598,0.6529,-7.859,26.117,-3.694
706,23.557,1212.784,203.343,1302.503,295.237,0.8137,1.814,-11.449,6.144
706,23.557,1328.552,97.683,1379.705,149.857,0.6441,-6.352,21.366,-3.521
707,23.59,1323.798,95.938,1375.728,149.16,0.8749,-5.554,29.935,-2.096
707,23.59,1205.253,208.98,1297.93,301.928,0.8258,4.885,-10.612,5.079
708,23.624,1321.376,94.977,1374.061,149.023,0.8951,-6.69,31.207,-3.653
708,23.624,1205.051,210.066,1299.093,303.988,0.8568,2.178,-0.654,6.538
709,23.657,1320.18,94.781,1372.58,148.668,0.8911,-9.383,37.033,-4.793
709,23.657,1204.611,212.517,1295.315,305.547,0.7945,6.93,-3.359,6.874
710,23.69,1316.582,95.714,1369.703,149.174,0.89,-4.013,32.554,-4.135
710,23.69,1201.852,217.6,1290.81,309.108,0.8065,2.85,-7.646,7.285
711,23.724,1313.897,97.161,1367.113,150.729,0.8969,-1.945,34.06,-4.255
711,23.724,1194.02,221.022,1286.604,314.816,0.7747,9.811,-13.078,7.452
712,23.757,1187.551,222.413,1279.681,315.451,0.8894,9.084,-15.636,2.855
712,23.757,1308.651,99.266,1363.281,154.346,0.8825,-3.631,31.81,-4.751
713,23.79,1183.858,222.302,1279.072,315.901,0.892,9.092,-16.492,0.157
713,23.79,1307.108,100.359,1361.428,155.218,0.8906,-4.624,30.382,-4.568
714,23.824,1182.014,219.91,1277.611,314.002,0.8869,7.975,-19.923,-2.45
714,23.824,1304.768,103.743,1358.291,157.88,0.8325,0.745,29.032,-2.841
715,23.857,1302.999,107.15,1356.184,161.055,0.9069,3.88,28.595,-2.25
715,23.857,1179.226,217.897,1275.564,313.089,0.8855,8.436,-22.848,-4.405
716,23.891,1300.048,107.874,1352.668,161.332,0.8912,2.985,26.414,-2.939
716,23.891,1177.203,217.13,1274.013,314.598,0.8628,12.295,-20.983,-2.953
717,23.924,1297.353,107.695,1350.349,161.875,0.8869,-0.085,31.03,-1.931
717,23.924,1175.862,217.356,1272.351,314.95,0.866,10.119,-22.217,-3.356
718,23.957,1172.036,223.686,1270.264,320.117,0.8942,8.004,-25.264,-3.918
718,23.957,1292.704,106.471,1346.055,159.838,0.7602,0.488,22.969,-3.85
719,23.991,1171.124,227.685,1268.372,323.249,0.8956,8.724,-25.99,-5.474
719,23.991,1290.089,104.502,1344.393,158.771,0.7521,1.391,19.0,-4.977
720,24.024,1170.559,233.202,1267.308,328.4,0.903,8.643,-21.565,-4.55
720,24.024,1287.743,102.044,1342.631,157.02,0.8473,0.573,21.09,-3.631
721,24.057,1167.74,235.918,1266.504,333.47,0.8964,10.971,-22.67,-4.048
721,24.057,1286.901,101.479,1341.71,156.48,0.8418,-2.135,20.418,-4.619
722,24.091,1168.824,237.599,1266.316,334.461,0.9014,9.688,-18.602,-4.194
722,24.091,1285.432,101.122,1340.87,156.834,0.8534,-1.982,18.288,-4.734
723,24.124,1166.442,240.093,1265.251,337.893,0.8917,5.467,-20.22,-3.642
